COUNTRY,YEAR,IMF_GDP_Growth,Predicted_GDP_Growth,Prediction_Error,Crisis_Probability,Risk_Level,Early_Warning_Flag
Cameroon,2024,3.525,3.424657094860581,0.1003429051394189,0.0374587551682844,Low,0
Canada,2024,2.046,2.598504368786793,-0.552504368786793,0.2244508230355122,Low,0
Central African Republic,2024,3.099,0.952646331917436,2.1463536680825643,0.0758275249010379,Low,0
Chad,2024,5.013,4.46785338265941,0.5451466173405901,0.651310289089619,High,1
Chile,2024,2.644,3.368782515612879,-0.7247825156128789,0.6831858561574407,High,1
"China, People's Republic of",2024,5.003,4.316870045064397,0.6861299549356028,0.1059730917722076,Low,0
Colombia,2024,1.493,2.9241415008515554,-1.4311415008515553,0.6689399518375392,High,1
"Comoros, Union of the",2024,3.339,2.789346596234131,0.5496534037658689,0.1802258935769398,Low,0
"Congo, Democratic Republic of the",2024,6.064,6.818306225708269,-0.7543062257082687,0.1457697612171879,Low,0
"Congo, Republic of",2024,2.112,1.455118545653105,0.656881454346895,0.5722207216149503,Moderate,0
Costa Rica,2024,4.083,4.398614455283086,-0.31561445528308596,0.2647936600109155,Low,0
"Croatia, Republic of",2024,3.827,4.505796022831044,-0.6787960228310439,0.7489741195923285,High,1
Cyprus,2024,3.941,4.354929487654867,-0.41392948765486715,0.6860580048425632,High,1
Czech Republic,2024,1.251,2.272637075221005,-1.021637075221005,0.3416690918729116,Moderate,0
Côte d'Ivoire,2024,6.02,6.3571489104170045,-0.3371489104170049,0.0441410710567598,Low,0
Denmark,2024,3.479,2.7061702498105635,0.7728297501894366,0.3785181345810907,Moderate,0
Djibouti,2024,6.98,5.316207422319364,1.6637925776806366,0.2178510394540495,Low,0
Dominica,2024,3.539,5.241439207814533,-1.7024392078145332,0.748425086536223,High,1
Dominican Republic,2024,4.954,2.764605569923156,2.1893944300768435,0.2066135327785969,Low,0
Ecuador,2024,-1.944,2.749841891711225,-4.693841891711225,0.2010413340716072,Low,0
"Egypt, Arab Republic of",2024,2.399,3.7704004077255338,-1.3714004077255337,0.1868626363549923,Low,0
El Salvador,2024,2.602,4.099907153679461,-1.4979071536794613,0.4043701770117211,Moderate,0
"Equatorial Guinea, Republic of",2024,0.882,5.304071414202584,-4.422071414202584,0.7901639866775527,High,1
"Estonia, Republic of",2024,-0.09,2.2838660580382597,-2.3738660580382596,0.5105148853071413,Moderate,0
"Eswatini, Kingdom of",2024,2.974,3.573102412840832,-0.599102412840832,0.2814901874196318,Low,0
"Ethiopia, The Federal Democratic Republic of",2024,8.051,6.100728087418591,1.9502719125814094,0.2897008957131811,Low,0
Finland,2024,0.375,1.4224014331140606,-1.0474014331140606,0.1258217019020767,Low,0
France,2024,1.107,2.4393893939697766,-1.3323893939697766,0.0648507373536642,Low,0
Gabon,2024,3.387,2.524291809290956,0.8627081907090441,0.2731566933840487,Low,0
"Gambia, The",2024,5.551,5.023771089204479,0.5272289107955208,0.2529242330041365,Low,0
Georgia,2024,9.68,6.936650714545994,2.7433492854540056,0.6095290014148251,High,1
Germany,2024,-0.496,1.9251914120277136,-2.4211914120277136,0.0845938930879704,Low,0
Ghana,2024,5.847,3.160600064266492,2.686399935733508,0.6995747458072187,High,1
Greece,2024,2.087,2.8809701567863963,-0.7939701567863962,0.820911563386657,High,1
Guatemala,2024,3.652,3.402337442668315,0.24966255733168508,0.0485864345661766,Low,0
Guinea,2024,6.073,5.160970900648356,0.9120290993516447,0.310583475501898,Moderate,0
Guinea-Bissau,2024,4.8,4.004960963120567,0.7950390368794329,0.2202707892680497,Low,0
Guyana,2024,43.776,29.573579396159506,14.202420603840498,0.768527828162511,High,1
Haiti,2024,-4.185,1.940053347511226,-6.125053347511225,0.2530278920118234,Low,0
Honduras,2024,3.554,3.717416666615192,-0.16341666661519216,0.4842810894210973,Moderate,0
"Hong Kong Special Administrative Region, People's Republic of China",2024,2.629,2.187676862852792,0.44132313714720794,0.2666881391707501,Low,0
Hungary,2024,0.56,2.512365782973754,-1.9523657829737537,0.6825941237074322,High,1
Iceland,2024,-1.283,4.584971337669059,-5.86797133766906,0.4098455180578653,Moderate,0
India,2024,7.099,6.510176744497944,0.5888232555020565,0.0251090376862163,Low,0
Indonesia,2024,5.033,4.088074165690895,0.9449258343091049,0.020309478263059,Low,0
"Iran, Islamic Republic of",2024,3.663,4.142780241774379,-0.4797802417743795,0.1718425206700413,Low,0
Ireland,2024,2.599,3.252392012768452,-0.6533920127684518,0.5864812250504203,Moderate,0
Israel,2024,0.954,3.007924868852934,-2.053924868852934,0.3725641832841422,Moderate,0
Italy,2024,0.783,2.8630321368759333,-2.0800321368759334,0.5175599995904397,Moderate,0
Jamaica,2024,-0.535,3.1873200302982903,-3.7223200302982904,0.3182223837577699,Moderate,0
Japan,2024,-0.242,1.9706840970228707,-2.212684097022871,0.1643881041827524,Low,0
Jordan,2024,2.556,3.054462163590482,-0.498462163590482,0.0246983271240609,Low,0
"Kazakhstan, Republic of",2024,5.0,4.477155574387519,0.5228444256124813,0.496630484507135,Moderate,0
Kenya,2024,4.725,5.253559655088786,-0.5285596550887863,0.028042686954773,Low,0
Kiribati,2024,4.629,3.887589997481849,0.7414100025181507,0.7601420476187178,High,1
"Korea, Republic of",2024,2.004,2.4019262627001905,-0.3979262627001905,0.0185502942592592,Low,0
"Kosovo, Republic of",2024,4.572,4.364726949114866,0.20727305088513415,0.37760583047466,Moderate,0
Kuwait,2024,-1.474,1.852788636071304,-3.3267886360713037,0.6450996277286833,High,1
Kyrgyz Republic,2024,11.54,7.8467919785976115,3.6932080214023877,0.6357978000853933,High,1
Lao People's Democratic Republic,2024,4.299,3.890128298609548,0.40887170139045237,0.6370958558967438,High,1
"Latvia, Republic of",2024,-0.037,2.730590177080385,-2.767590177080385,0.4539436326014712,Moderate,0
Lebanon,2024,-7.5,-3.075417557605343,-4.424582442394657,0.8284539316822975,High,1
"Lesotho, Kingdom of",2024,4.9,3.642021512436133,1.2579784875638675,0.5456206960993316,Moderate,0
Liberia,2024,4.014,4.475222167560775,-0.4612221675607744,0.2925015459946753,Low,0
Libya,2024,4.19,3.229041643825598,0.9609583561744022,0.7337464627046224,High,1
"Lithuania, Republic of",2024,2.983,3.2338974585375024,-0.25089745853750234,0.6464704391215575,High,1
Luxembourg,2024,0.359,2.102297594388373,-1.7432975943883728,0.2364565687840604,Low,0
"Madagascar, Republic of",2024,4.323,4.05919576622248,0.2638042337775204,0.0412262799091884,Low,0
Malawi,2024,1.673,1.9368097513533635,-0.2638097513533635,0.4496842969451053,Moderate,0
Malaysia,2024,5.105,3.622903090647492,1.4820969093525083,0.0613207989555215,Low,0
Maldives,2024,3.072,3.3149638251375797,-0.24296382513757964,0.7385110478458312,High,1
Mali,2024,5.017,4.353798025678618,0.6632019743213826,0.0934762495383805,Low,0
Malta,2024,6.213,6.758543531402446,-0.5455435314024459,0.6074544295548444,High,1
"Mauritania, Islamic Republic of",2024,6.308,4.974516589217351,1.333483410782649,0.6426168425940854,High,1
Mauritius,2024,4.925,4.337938758321976,0.5870612416780236,0.5480902890383467,Moderate,0
Mexico,2024,1.351,3.0816851187584167,-1.7306851187584167,0.0246577860040641,Low,0
"Moldova, Republic of",2024,0.3,2.577822247010838,-2.277822247010838,0.6194003792953588,High,1
Mongolia,2024,5.122,6.250274558658539,-1.1282745586585392,0.920470530247536,High,1
Montenegro,2024,3.164,6.10109648640256,-2.93709648640256,0.7548401871968597,High,1
Morocco,2024,3.793,3.4251750858067043,0.3678249141932959,0.132085385170903,Low,0
"Mozambique, Republic of",2024,2.149,5.265520754586724,-3.116520754586724,0.5566561820711833,Moderate,0
Myanmar,2024,-0.972,1.8520271962914907,-2.8240271962914907,0.54178355568521,Moderate,0
Namibia,2024,3.712,3.906266588978098,-0.19426658897809768,0.2110937977908028,Low,0
Nepal,2024,3.665,2.5470377226174463,1.1179622773825537,0.3855298251786359,Moderate,0
"Netherlands, The",2024,1.08,2.71562017091497,-1.63562017091497,0.424199840591289,Moderate,0
New Zealand,2024,-0.287,2.5048239908503,-2.7918239908503,0.0394540094359313,Low,0
Nicaragua,2024,3.581,4.1933569963295225,-0.6123569963295226,0.5804005916219772,Moderate,0
Niger,2024,10.3,3.054184902777356,7.2458150972226445,0.1615256160585095,Low,0
Nigeria,2024,4.071,3.1172842015502016,0.9537157984497981,0.2193787006986101,Low,0
"North Macedonia, Republic of",2024,2.994,3.2812055614715687,-0.2872055614715685,0.3701573673985503,Moderate,0
Norway,2024,1.424,2.77901738229784,-1.3550173822978402,0.6428186782716694,High,1
Oman,2024,1.634,3.288423751935271,-1.654423751935271,0.8476889919989409,High,1
Pakistan,2024,2.634,2.3150187926490253,0.31898120735097457,0.4075383406117752,Moderate,0
"Palau, Republic of",2024,12.006,2.6842986804528373,9.321701319547163,0.8660428000588986,High,1
Panama,2024,2.748,2.6503308898629463,0.09766911013705393,0.1626361285557462,Low,0
Papua New Guinea,2024,3.888,4.055136809654639,-0.1671368096546395,0.135129356390495,Low,0
Paraguay,2024,4.669,4.464075347389168,0.20492465261083126,0.3635341066180655,Moderate,0
Peru,2024,3.514,2.828859259487692,0.685140740512308,0.2105841931766962,Low,0
Philippines,2024,5.692,5.161662464821752,0.5303375351782478,0.0269436566454854,Low,0
"Poland, Republic of",2024,3.028,2.9039013247754317,0.1240986752245683,0.5161300568319079,Moderate,0
Portugal,2024,2.215,3.5371126035569347,-1.3221126035569348,0.5241368896399379,Moderate,0
Qatar,2024,2.36,2.826085157287857,-0.46608515728785704,0.746787796025003,High,1
Romania,2024,0.916,2.7933664513445184,-1.8773664513445185,0.1552055991723643,Low,0
Russian Federation,2024,4.922,4.082395895099904,0.8396041049000953,0.6192299187907588,High,1
Rwanda,2024,7.207,6.8490907172217526,0.3579092827782473,0.1947993217407722,Low,0
Saudi Arabia,2024,2.649,2.9756429172667938,-0.32664291726679373,0.5585713434923955,Moderate,0
Senegal,2024,6.143,2.4050076903806725,3.7379923096193273,0.7183720399503667,High,1
"Serbia, Republic of",2024,3.95,3.721475143893068,0.22852485610693218,0.3484298201990798,Moderate,0
Seychelles,2024,3.351,4.112939663044423,-0.7619396630444228,0.8197035300606621,High,1
Sierra Leone,2024,4.293,4.549621796523083,-0.25662179652308303,0.2379052518260732,Low,0
Singapore,2024,5.344,2.202528431606669,3.141471568393331,0.4484209912070795,Moderate,0
Slovak Republic,2024,1.939,2.658359885852432,-0.7193598858524322,0.5929974635590259,Moderate,0
"Slovenia, Republic of",2024,1.731,3.428488898236624,-1.6974888982366239,0.495909678292395,Moderate,0
Solomon Islands,2024,2.998,1.7430880758443352,1.254911924155665,0.3821367324499629,Moderate,0
South Africa,2024,0.535,2.195966438637335,-1.660966438637335,0.0549692540719412,Low,0
"South Sudan, Republic of",2024,-26.141,-1.020557881253412,-25.120442118746585,0.9701949108459484,High,1
Spain,2024,3.455,3.3360493582205635,0.1189506417794366,0.3664102493346812,Moderate,0
Sri Lanka,2024,5.009,2.6045776164011243,2.404422383598876,0.8087417755551995,High,1
St. Lucia,2024,4.688,3.496086182959099,1.1919138170409007,0.7993465339325156,High,1
St. Vincent and the Grenadines,2024,4.5,4.432754075047857,0.0672459249521431,0.3511099916174604,Moderate,0
Sudan,2024,-23.363,14.628159014407624,-37.99115901440762,0.9106606910741052,High,1
Suriname,2024,1.721,3.034107357247774,-1.313107357247774,0.7494395885509345,High,1
Sweden,2024,1.018,2.033887350920549,-1.015887350920549,0.1160629758300948,Low,0
Switzerland,2024,1.389,2.448724804721129,-1.0597248047211292,0.0761249153870589,Low,0
"São Tomé and Príncipe, Democratic Republic of",2024,1.11,1.8059927363769328,-0.6959927363769327,0.3958822322738343,Moderate,0
Taiwan Province of China,2024,5.267,2.805863193519248,2.461136806480752,0.0417427017851074,Low,0
"Tajikistan, Republic of",2024,8.417,6.869008543649619,1.5479914563503812,0.5022114763767269,Moderate,0
"Tanzania, United Republic of",2024,5.463,4.1751721286352765,1.2878278713647235,0.0201509299255384,Low,0
Thailand,2024,2.945,2.5010236579493816,0.4439763420506182,0.3196027174634797,Moderate,0
Togo,2024,6.319,5.902141935537277,0.41685806446272267,0.0521562104863181,Low,0
Trinidad and Tobago,2024,2.509,2.0935063905263136,0.4154936094736863,0.445542159135208,Moderate,0
Tunisia,2024,1.636,2.318656061524241,-0.6826560615242412,0.1620891336209051,Low,0
Turkmenistan,2024,3.417,4.06660851258973,-0.6496085125897304,0.5425890618953408,Moderate,0
"Türkiye, Republic of",2024,3.328,4.2843417734183324,-0.9563417734183326,0.6419371964058772,High,1
Uganda,2024,5.998,4.335635130671746,1.662364869328254,0.0580191132477893,Low,0
Ukraine,2024,3.248,2.903606985924922,0.34439301407507816,0.9669178430477584,High,1
United Arab Emirates,2024,3.992,4.001400191893445,-0.009400191893445431,0.3566751689485515,Moderate,0
United Kingdom,2024,1.088,2.752993479060037,-1.664993479060037,0.3730753019641186,Moderate,0
United States,2024,2.793,3.132056120273884,-0.339056120273884,0.3275874039301923,Moderate,0
Uruguay,2024,3.326,2.5166618867043957,0.8093381132956043,0.0461666274708034,Low,0
"Uzbekistan, Republic of",2024,6.676,6.27773006444533,0.39826993555467016,0.038261960817495,Low,0
"Venezuela, República Bolivariana de",2024,5.298,3.5225857969187246,1.7754142030812754,0.8746414832190945,High,1
Vietnam,2024,6.952,4.410012097753524,2.5419879022464755,0.2752253965455833,Low,0
West Bank and Gaza,2024,-22.857,2.6925473503397988,-25.549547350339797,0.3766109299176968,Moderate,0
Zambia,2024,3.82,2.33334720419522,1.4866527958047797,0.7759892971040356,High,1
"Afghanistan, Islamic Republic of",2025,3.004,2.6658896867874025,0.33811031321259755,0.6143307532292549,High,1
Albania,2025,3.705,3.958640611301522,-0.2536406113015217,0.1623427234919045,Low,0
Algeria,2025,3.822,3.644829186037623,0.17717081396237688,0.4657503173603249,Moderate,0
Angola,2025,3.13,4.569095717829279,-1.4390957178292787,0.6344114051024953,High,1
Argentina,2025,4.367,-3.157367126170248,7.524367126170247,0.8755752210227135,High,1
"Armenia, Republic of",2025,7.162,5.396600191916264,1.7653998080837363,0.3631033374823468,Moderate,0
Australia,2025,1.971,2.1361622412774723,-0.16516224127747225,0.0277195673605433,Low,0
Austria,2025,0.616,1.8962436130473592,-1.2802436130473591,0.1926248221470552,Low,0
"Azerbaijan, Republic of",2025,1.4,3.8469140128727166,-2.4469140128727167,0.6481983714511935,High,1
"Bahamas, The",2025,2.8,3.5004008316887947,-0.7004008316887949,0.4794141595492979,Moderate,0
"Bahrain, Kingdom of",2025,3.109,2.6735043598295443,0.4354956401704557,0.5788565746599159,Moderate,0
Bangladesh,2025,3.49,4.179355569498973,-0.6893555694989724,0.0237696847799884,Low,0
Barbados,2025,2.743,3.20769747015076,-0.46469747015076024,0.1409870308347462,Low,0
"Belarus, Republic of",2025,1.263,2.9410589317174023,-1.6780589317174024,0.4749273806092507,Moderate,0
Belgium,2025,0.972,2.0531648485164045,-1.0811648485164045,0.0841377739788402,Low,0
Belize,2025,2.747,3.5199604166462963,-0.7729604166462964,0.2824865201840248,Low,0
Benin,2025,7.5,6.478038060809801,1.0219619391901986,0.0221382555201817,Low,0
Bhutan,2025,7.123,5.265645871428544,1.8573541285714565,0.5445375554463568,Moderate,0
Bolivia,2025,-1.2,1.3127069810424574,-2.5127069810424576,0.306831688838853,Moderate,0
Bosnia and Herzegovina,2025,2.0,3.0450562705348214,-1.0450562705348214,0.1001303501197643,Low,0
Botswana,2025,-0.887,1.7904477804700951,-2.677447780470095,0.8302067154157461,High,1
Brazil,2025,2.286,3.471532679944818,-1.185532679944818,0.0589808229310595,Low,0
Brunei Darussalam,2025,0.6,2.717945874701239,-2.1179458747012387,0.3356298855745393,Moderate,0
Bulgaria,2025,3.096,3.360908756718852,-0.2649087567188517,0.1026990347587219,Low,0
Burkina Faso,2025,4.995,4.041629919305218,0.953370080694782,0.371773866894509,Moderate,0
Burundi,2025,3.904,4.122657315401437,-0.21865731540143685,0.8635230354956083,High,1
Cabo Verde,2025,5.513,6.146464147509601,-0.633464147509601,0.8602978003082209,High,1
Cambodia,2025,5.013,4.938344934114756,0.07465506588524384,0.1966182938262919,Low,0
Cameroon,2025,3.073,3.45059668850961,-0.37759668850961026,0.0148385151688938,Low,0
Canada,2025,1.743,2.28203708808239,-0.53903708808239,0.0553672308228858,Low,0
Central African Republic,2025,4.801,2.0178628738731867,2.7831371261268134,0.0970629627457032,Low,0
Chad,2025,5.606,4.269981372684074,1.3360186273159256,0.204500690285308,Low,0
Chile,2025,2.292,1.9700291656229256,0.3219708343770742,0.4194303172225976,Moderate,0
"China, People's Republic of",2025,4.959,4.150354905146592,0.8086450948534072,0.073287415503172,Low,0
Colombia,2025,2.642,2.801075776431241,-0.15907577643124116,0.3736805841422284,Moderate,0
"Comoros, Union of the",2025,3.776,3.015888879410419,0.7601111205895807,0.0971115720478698,Low,0
"Congo, Democratic Republic of the",2025,5.746,6.017518512713854,-0.27151851271385397,0.0874509639364481,Low,0
"Congo, Republic of",2025,2.367,1.7875111272077402,0.5794888727922598,0.3761254692775321,Moderate,0
Costa Rica,2025,4.56,3.895450630707491,0.6645493692925086,0.076996563213438,Low,0
"Croatia, Republic of",2025,3.154,4.251307590002993,-1.097307590002993,0.3203670229273459,Moderate,0
Cyprus,2025,3.767,4.388653212206776,-0.6216532122067764,0.3472750687267588,Moderate,0
Czech Republic,2025,2.548,1.996005465385125,0.5519945346148751,0.2436331286271292,Low,0
Côte d'Ivoire,2025,6.5,7.1032224628854825,-0.6032224628854825,0.0400840711692038,Low,0
Denmark,2025,2.879,2.5999340145280545,0.2790659854719455,0.1229683228810136,Low,0
Djibouti,2025,6.0,6.231653507188912,-0.23165350718891187,0.061017323224525,Low,0
Dominica,2025,4.542,3.5063080456244418,1.035691954375558,0.4968211160807122,Moderate,0
Dominican Republic,2025,2.117,4.251933546427698,-2.134933546427698,0.03639081817764,Low,0
Ecuador,2025,3.726,2.037956789722486,1.688043210277514,0.191085579369868,Low,0
"Egypt, Arab Republic of",2025,4.392,2.574079155454012,1.8179208445459882,0.3035777763505891,Moderate,0
El Salvador,2025,3.7,2.8419969422144598,0.8580030577855404,0.1427464981057674,Low,0
"Equatorial Guinea, Republic of",2025,-6.358,2.8533002188266394,-9.21130021882664,0.671677756704001,High,1
"Estonia, Republic of",2025,0.584,1.3959409811293149,-0.8119409811293149,0.1863477171742082,Low,0
"Eswatini, Kingdom of",2025,3.613,2.8293384812710487,0.7836615187289513,0.1342912092811842,Low,0
"Ethiopia, The Federal Democratic Republic of",2025,9.151,6.54080673667878,2.6101932633212197,0.3196654208955591,Moderate,0
Finland,2025,0.173,1.436228015802487,-1.263228015802487,0.1233663394644915,Low,0
France,2025,0.928,1.5683025027579842,-0.6403025027579842,0.027212763589585,Low,0
Gabon,2025,2.512,3.337693497237419,-0.825693497237419,0.1911806466571335,Low,0
"Gambia, The",2025,6.004,4.8558287915752185,1.148171208424781,0.1091322609144586,Low,0
Georgia,2025,7.462,7.628224803673749,-0.16622480367374948,0.1580114498393756,Low,0
Germany,2025,0.24,1.83549080248359,-1.59549080248359,0.0538581129552285,Low,0
Ghana,2025,5.954,4.81815966328013,1.1358403367198697,0.7214615560963179,High,1
Greece,2025,2.073,2.5800109460561256,-0.5070109460561256,0.4726413907483124,Moderate,0
Guatemala,2025,4.118,3.322886990848504,0.7951130091514962,0.0225171324907203,Low,0
Guinea,2025,6.687,4.676863417513477,2.010136582486523,0.4599423197267942,Moderate,0
Guinea-Bissau,2025,5.5,4.188535025479064,1.311464974520936,0.0291473755459675,Low,0
Guyana,2025,19.309,30.995081386810988,-11.686081386810987,0.6324366180962374,High,1
Haiti,2025,-2.713,1.767413138440774,-4.480413138440774,0.6794858001608913,High,1
Honduras,2025,3.7,3.356792069385336,0.34320793061466404,0.0572146537612366,Low,0
"Hong Kong Special Administrative Region, People's Republic of China",2025,3.488,2.2665046341427315,1.2214953658572685,0.1427868625103239,Low,0
Hungary,2025,0.409,1.907823912179883,-1.498823912179883,0.4875097458363035,Moderate,0
Iceland,2025,1.279,2.8803330292475797,-1.6013330292475798,0.135118648016086,Low,0
India,2025,7.618,6.434573854393092,1.1834261456069086,0.0138904237876269,Low,0
Indonesia,2025,5.108,3.940088363502757,1.1679116364972426,0.0116999773893124,Low,0
"Iran, Islamic Republic of",2025,-1.525,2.9664776734060254,-4.491477673406026,0.1309089962961887,Low,0
Ireland,2025,12.338,2.991702514488939,9.34629748551106,0.6776752076593608,High,1
Israel,2025,2.931,2.6374678010770096,0.29353219892299043,0.254319422638041,Low,0
Italy,2025,0.54,2.088718408435152,-1.548718408435152,0.3013315405106631,Moderate,0
Jamaica,2025,-0.06,2.787593770776928,-2.847593770776928,0.1947832658800103,Low,0
Japan,2025,1.193,1.895048609173727,-0.702048609173727,0.1154989298581544,Low,0
Jordan,2025,2.683,2.784567981736411,-0.10156798173641102,0.0207337933040697,Low,0
"Kazakhstan, Republic of",2025,6.485,4.455801823577652,2.029198176422348,0.254749636524349,Low,0
Kenya,2025,4.88,4.357344695333875,0.5226553046661246,0.0257839299247903,Low,0
Kiribati,2025,4.288,4.367601915228247,-0.07960191522824633,0.677030101986351,High,1
"Korea, Republic of",2025,1.007,2.1835092555518893,-1.1765092555518895,0.0207388481598362,Low,0
"Kosovo, Republic of",2025,3.591,4.088756642542433,-0.49775664254243246,0.0864390997343813,Low,0
Kuwait,2025,3.468,1.6860771664162664,1.7819228335837336,0.2943770715662137,Low,0
Kyrgyz Republic,2025,11.096,7.870348083673724,3.2256519163262762,0.6456307987676883,High,1
Lao People's Democratic Republic,2025,4.772,4.1709245560789725,0.6010754439210277,0.6810769107946906,High,1
"Latvia, Republic of",2025,2.138,1.832426363546632,0.3055736364533679,0.1775469414377962,Low,0
Lebanon,2025,4.0,2.005998685948278,1.9940013140517219,0.962371356253364,High,1
"Lesotho, Kingdom of",2025,1.385,4.4410117477937305,-3.0560117477937307,0.5912786119413361,Moderate,0
Liberia,2025,5.14,4.209354773122819,0.9306452268771803,0.2706368196697032,Low,0
Libya,2025,15.871,0.222754928862938,15.648245071137062,0.7209208671826272,High,1
"Lithuania, Republic of",2025,2.858,2.6315966725605207,0.22640332743947944,0.4264070715571511,Moderate,0
Luxembourg,2025,0.638,2.0795363146033425,-1.4415363146033426,0.0728372206594286,Low,0
"Madagascar, Republic of",2025,2.835,3.922333640196902,-1.0873336401969018,0.0211215981871669,Low,0
Malawi,2025,2.087,1.8015692680603688,0.2854307319396314,0.4062999076217795,Moderate,0
Malaysia,2025,5.171,4.355168214946877,0.8158317850531231,0.0304521179655285,Low,0
Maldives,2025,5.031,2.4433509123585666,2.587649087641433,0.4204703014988095,Moderate,0
Mali,2025,4.9,4.383897573131424,0.5161024268685761,0.0773627371839683,Low,0
Malta,2025,3.962,5.993587040174312,-2.0315870401743115,0.3684490201907969,Moderate,0
"Mauritania, Islamic Republic of",2025,4.215,6.268697611324365,-2.053697611324365,0.2136804320673008,Low,0
Mauritius,2025,3.1,4.298374017915234,-1.1983740179152336,0.4412094724891624,Moderate,0
Mexico,2025,0.562,2.300901197654793,-1.738901197654793,0.0224619301752926,Low,0
"Moldova, Republic of",2025,2.416,1.1525317744856542,1.2634682255143457,0.4102465872452773,Moderate,0
Mongolia,2025,6.844,4.268258624099272,2.575741375900728,0.715698689386528,High,1
Montenegro,2025,2.7,3.1343463681542443,-0.4343463681542441,0.6896039917363893,High,1
Morocco,2025,4.9,3.609293684799246,1.2907063152007545,0.0555615626913989,Low,0
"Mozambique, Republic of",2025,-0.524,2.819154137350483,-3.343154137350483,0.4862257800529562,Moderate,0
Myanmar,2025,-1.964,1.7447087619374209,-3.708708761937421,0.2680241149178613,Low,0
Namibia,2025,2.44,3.622883526710664,-1.1828835267106639,0.0350802487313602,Low,0
Nepal,2025,4.604,3.31845989728126,1.2855401027187403,0.2373515015073054,Low,0
"Netherlands, The",2025,1.856,2.004760254937497,-0.1487602549374969,0.1695605289283319,Low,0
New Zealand,2025,0.176,1.3006523135298234,-1.1246523135298234,0.0357424272240795,Low,0
Nicaragua,2025,4.924,3.530274907876307,1.3937250921236934,0.4416670221909321,Moderate,0
Niger,2025,6.9,7.127198321125737,-0.22719832112573624,0.5911464644799667,Moderate,0
Nigeria,2025,4.013,3.842594568499842,0.17040543150015797,0.4979312269676805,Moderate,0
"North Macedonia, Republic of",2025,3.487,2.980624955010343,0.5063750449896571,0.2338353707351766,Low,0
Norway,2025,1.085,1.7824914096630444,-0.6974914096630445,0.7458373299063339,High,1
Oman,2025,2.396,2.8074341019346187,-0.4114341019346188,0.3491281235019609,Moderate,0
Pakistan,2025,3.093,2.9561632625753136,0.13683673742468638,0.4843739010113362,Moderate,0
"Palau, Republic of",2025,6.324,6.362406905895951,-0.038406905895951304,0.9287451100577588,High,1
Panama,2025,4.35,3.20556412832188,1.1444358716781196,0.15294767150302,Low,0
Papua New Guinea,2025,5.637,4.168344874807213,1.4686551251927868,0.1300533985815073,Low,0
