COUNTRY,YEAR,Instability_Index_lag1_Predicted,Best_EWS_Model,Crisis_Probability,Risk_Level,Early_Warning_Flag,GDP_Growth,Instability_Index,Instability_Index_lag1_IMF_Projection,Stability_Category,Crisis_Flag,Prediction_Correct
Pakistan,2026,39.25832700675919,Extra Trees,0.2302692236640988,Low,0,3.603,32.279682800760625,39.25832700675919,Moderate,0,1
Saudi Arabia,2026,42.27540430230114,Extra Trees,0.2011057279742258,Low,0,3.115,20.27073107811784,42.27540430230114,Moderate,0,1
Solomon Islands,2026,26.219530712515457,Extra Trees,0.1975852299637628,Low,0,2.785,15.887293006632348,26.219530712515457,Stable,0,1
"Bahrain, Kingdom of",2026,46.22271321918901,Extra Trees,0.1964683392147825,Low,0,-0.499,39.48968023076237,46.22271321918901,Unstable,0,1
Malawi,2026,44.88278357126917,Extra Trees,0.1796002491493954,Low,0,2.227,30.2614796473318,44.88278357126917,Moderate,0,1
Greece,2026,42.19483850251774,Extra Trees,0.1573012521129358,Low,0,1.802,31.48229080886744,42.19483850251774,Moderate,0,1
"Poland, Republic of",2026,32.84017661402756,Extra Trees,0.1562150715770791,Low,0,3.324,33.70248111493619,32.84017661402756,Unstable,0,1
Nicaragua,2026,41.09006100041083,Extra Trees,0.1557293804428424,Low,0,3.84,21.98524793433656,41.09006100041083,Moderate,0,1
Taiwan Province of China,2026,36.27578881186016,Extra Trees,0.1526388772591275,Low,0,5.181,37.04053790988881,36.27578881186016,Unstable,0,1
"Gambia, The",2026,26.866673324189968,Extra Trees,0.148318607683403,Low,0,5.112,27.05508591792966,26.866673324189968,Moderate,0,1
Nepal,2026,26.865561305731685,Extra Trees,0.1464918786303206,Low,0,2.956,25.28038040826931,26.865561305731685,Moderate,0,1
Zambia,2026,34.24975415288431,Extra Trees,0.145481371054431,Low,0,4.287,26.78776690354579,34.24975415288431,Moderate,0,1
"Congo, Republic of",2026,32.1491747796412,Extra Trees,0.1368516836895924,Low,0,2.837,15.740134133262544,32.1491747796412,Stable,0,1
"Türkiye, Republic of",2026,32.4329740366978,Extra Trees,0.1357935633288762,Low,0,3.366,19.321441047174865,32.4329740366978,Moderate,0,1
Sierra Leone,2026,20.24878995505606,Extra Trees,0.124067433342494,Low,0,4.55,17.087242145319962,20.24878995505606,Stable,0,1
"Lithuania, Republic of",2026,36.32955235295208,Extra Trees,0.1216587598665899,Low,0,2.912,28.12550994626904,36.32955235295208,Moderate,0,1
Djibouti,2026,22.28853316933826,Extra Trees,0.118766213861519,Low,0,6.0,18.25715573427705,22.28853316933826,Moderate,0,1
Qatar,2026,25.157287545216786,Extra Trees,0.1162538645982167,Low,0,-8.646,32.12691038982497,25.157287545216786,Moderate,0,1
"Eswatini, Kingdom of",2026,29.451908571876828,Extra Trees,0.1152739220852191,Low,0,4.037,22.545516581401785,29.451908571876828,Moderate,0,1
Hungary,2026,31.111684637671868,Extra Trees,0.1142558860730571,Low,0,1.662,18.262405010286567,31.111684637671868,Moderate,0,1
Japan,2026,43.013591301393134,Extra Trees,0.1131973109922651,Low,0,0.719,32.45374094778615,43.013591301393134,Moderate,0,1
Slovak Republic,2026,29.700319280643253,Extra Trees,0.1065533746013784,Low,0,0.601,19.64997441316973,29.700319280643253,Moderate,0,1
Papua New Guinea,2026,30.92550119354489,Extra Trees,0.1054943590725106,Low,0,3.753,21.36036314465223,30.92550119354489,Moderate,0,1
Brunei Darussalam,2026,25.7594862350996,Extra Trees,0.0996246166957618,Low,0,2.6,25.72037547736585,25.7594862350996,Moderate,0,1
Jamaica,2026,31.936339886246948,Extra Trees,0.0994155380414468,Low,0,-1.152,16.241710695789887,31.936339886246948,Stable,0,1
"Latvia, Republic of",2026,27.479017040623404,Extra Trees,0.094535602816034,Low,0,2.218,16.765015682388494,27.479017040623404,Stable,0,1
Cyprus,2026,32.903266451074145,Extra Trees,0.0945004364797368,Low,0,2.953,24.04079354891304,32.903266451074145,Moderate,0,1
Czech Republic,2026,29.06001111326053,Extra Trees,0.0928893522583062,Low,0,2.234,19.35172831581611,29.06001111326053,Moderate,0,1
Oman,2026,28.40474609266904,Extra Trees,0.0911044726143288,Low,0,3.452,34.45690336021901,28.40474609266904,Unstable,0,1
Colombia,2026,26.0291899827672,Extra Trees,0.0898618889362267,Low,0,2.342,17.940481219062825,26.029189982767196,Moderate,0,1
Central African Republic,2026,25.04170356459268,Extra Trees,0.0885435375691812,Low,0,2.613,16.097120397222398,25.04170356459268,Stable,0,1
Côte d'Ivoire,2026,16.84140733608808,Extra Trees,0.0885269275314911,Low,0,6.2,14.056164839403536,16.84140733608808,Stable,0,1
"North Macedonia, Republic of",2026,29.76050614628277,Extra Trees,0.0884083830412086,Low,0,3.1,21.5523064997782,29.76050614628277,Moderate,0,1
Rwanda,2026,19.39484841607829,Extra Trees,0.0880639968874053,Low,0,7.233,13.534759393545938,19.39484841607829,Stable,0,1
Bulgaria,2026,17.36143242880256,Extra Trees,0.0860412562725865,Low,0,2.773,9.70435393580925,17.36143242880256,Stable,0,1
Honduras,2026,22.21338651399645,Extra Trees,0.0858824578802484,Low,0,3.3,18.922599079066632,22.21338651399645,Moderate,0,1
Chad,2026,23.25907597275579,Extra Trees,0.0822714800334063,Low,0,5.23,16.92132657993987,23.25907597275579,Stable,0,1
"Congo, Democratic Republic of the",2026,20.614855354713427,Extra Trees,0.0810879997959461,Low,0,5.901,20.901255273474597,20.614855354713427,Moderate,0,1
"China, People's Republic of",2026,22.01729993301429,Extra Trees,0.0790634303040324,Low,0,4.413,23.009193486287284,22.01729993301429,Moderate,0,1
"Belarus, Republic of",2026,43.04573900710004,Extra Trees,0.0784920274622971,Low,0,1.22,10.95841895035587,43.04573900710004,Stable,0,1
Italy,2026,27.747069833319784,Extra Trees,0.0778079590217626,Low,0,0.521,24.746619838438367,27.747069833319784,Moderate,0,1
Ecuador,2026,33.67128267489678,Extra Trees,0.0744771038704391,Low,0,2.51,19.43239595826596,33.67128267489678,Moderate,0,1
Finland,2026,29.65720317258524,Extra Trees,0.0723760403277252,Low,0,1.047,22.82799671399478,29.657203172585238,Moderate,0,1
Togo,2026,29.04937937411613,Extra Trees,0.0696072544517868,Low,0,5.0,33.91739881590982,29.049379374116132,Unstable,0,1
St. Lucia,2026,39.68021734760229,Extra Trees,0.0671338827085182,Low,0,1.963,15.800734024573876,39.68021734760229,Stable,0,1
Mauritius,2026,34.88251442420851,Extra Trees,0.0670199412377011,Low,0,3.4,13.027788341244204,34.88251442420851,Stable,0,1
Malta,2026,27.776239209019813,Extra Trees,0.0658618089576204,Low,0,3.7,14.497139284180264,27.776239209019813,Stable,0,1
Turkmenistan,2026,20.21928836457624,Extra Trees,0.0645033923386694,Low,0,2.6,8.379492936433303,20.21928836457624,Stable,0,1
"Serbia, Republic of",2026,14.497298438019794,Extra Trees,0.063887653764475,Low,0,2.835,10.173626553183492,14.497298438019794,Stable,0,1
Iceland,2026,16.771839692198004,Extra Trees,0.0625053234690479,Low,0,1.902,16.976446345162206,16.771839692198004,Stable,0,1
"Bahamas, The",2026,38.33171499615016,Extra Trees,0.0622042832171634,Low,0,2.1,15.048878893653232,38.33171499615016,Stable,0,1
Barbados,2026,26.787160297673008,Extra Trees,0.061479544111621,Low,0,2.465,16.63146168953434,26.787160297673008,Stable,0,1
"Armenia, Republic of",2026,30.16593227536104,Extra Trees,0.0592344201733226,Low,0,5.3,9.122271483649714,30.165932275361037,Stable,0,1
Romania,2026,21.09938871368201,Extra Trees,0.0585335152132627,Low,0,0.694,15.527944928618163,21.09938871368201,Stable,0,1
Guinea-Bissau,2026,14.407120261573182,Extra Trees,0.0582142053661868,Low,0,4.9,14.580913692503724,14.407120261573182,Stable,0,1
"Kazakhstan, Republic of",2026,28.347769562980005,Extra Trees,0.0559108245215119,Low,0,4.609,17.877667377247036,28.347769562980005,Moderate,0,1
Israel,2026,27.334145185628746,Extra Trees,0.0508373612989111,Low,0,3.53,8.326735246700222,27.334145185628746,Stable,0,1
"Estonia, Republic of",2026,22.724175555358112,Extra Trees,0.0492060285536455,Low,0,1.429,23.77218391518584,22.724175555358112,Moderate,0,1
Portugal,2026,36.964104134819486,Extra Trees,0.0474544961792562,Low,0,1.93,25.230478937472643,36.964104134819486,Moderate,0,1
Paraguay,2026,33.13647354036849,Extra Trees,0.0467506990645838,Low,0,4.2,10.947223183038377,33.13647354036849,Stable,0,1
Russian Federation,2026,34.34046598020974,Extra Trees,0.0467388706610742,Low,0,1.091,8.220050060096382,34.34046598020974,Stable,0,1
"Slovenia, Republic of",2026,24.582812743475912,Extra Trees,0.0440630821470427,Low,0,2.0,13.448704071041274,24.582812743475912,Stable,0,1
Panama,2026,26.37038554785464,Extra Trees,0.0440602403266964,Low,0,3.84,15.738797088224564,26.37038554785464,Stable,0,1
"Mauritania, Islamic Republic of",2026,26.46154190196268,Extra Trees,0.0432694331325188,Low,0,4.417,14.799046119274191,26.46154190196268,Stable,0,1
Singapore,2026,24.144403207701828,Extra Trees,0.0421752080085668,Low,0,3.507,14.235739255083711,24.144403207701828,Stable,0,1
Mali,2026,24.292028942597256,Extra Trees,0.0419364785815281,Low,0,5.5,15.752512363922753,24.292028942597256,Stable,0,1
Brazil,2026,23.32505313441646,Extra Trees,0.0393669938830691,Low,0,1.911,11.874273291398756,23.32505313441646,Stable,0,1
Peru,2026,17.727991729845954,Extra Trees,0.0376630483100568,Low,0,2.82,12.270596032266807,17.727991729845954,Stable,0,1
El Salvador,2026,30.920400100570244,Extra Trees,0.0374921005481026,Low,0,3.3,25.574473689421417,30.920400100570244,Moderate,0,1
Morocco,2026,15.019401093623516,Extra Trees,0.0374550806608785,Low,0,4.872,14.221023074543366,15.019401093623516,Stable,0,1
Uganda,2026,15.099087140850264,Extra Trees,0.0368548546939804,Low,0,7.508,13.526727845945794,15.099087140850264,Stable,0,1
Austria,2026,23.74823210372113,Extra Trees,0.0366873765711493,Low,0,0.682,15.7418944349572,23.74823210372113,Stable,0,1
"Croatia, Republic of",2026,26.41766895928168,Extra Trees,0.0359553095848274,Low,0,2.638,14.411013952680705,26.417668959281677,Stable,0,1
Chile,2026,32.29424313827658,Extra Trees,0.0351421868480435,Low,0,2.396,9.39544417732759,32.29424313827658,Stable,0,1
Cambodia,2026,22.815574720032707,Extra Trees,0.0349911195372581,Low,0,4.022,10.255696466688391,22.815574720032707,Stable,0,1
Tunisia,2026,29.69236954745049,Extra Trees,0.0345978984943277,Low,0,2.113,22.838614691580418,29.69236954745049,Moderate,0,1
"Hong Kong Special Administrative Region, People's Republic of China",2026,18.694381604619046,Extra Trees,0.032730409870558,Low,0,2.42,12.742914283253691,18.694381604619046,Stable,0,1
United Kingdom,2026,23.74781579766009,Extra Trees,0.0318060006532049,Low,0,0.797,18.42692743801585,23.747815797660092,Moderate,0,1
Mexico,2026,14.48056567592892,Extra Trees,0.0294440487028206,Low,0,1.639,17.07826337989638,14.48056567592892,Stable,0,1
Belize,2026,29.670190619919328,Extra Trees,0.0289978870543974,Low,0,2.192,11.89071378289218,29.670190619919328,Stable,0,1
"Comoros, Union of the",2026,14.204284811734068,Extra Trees,0.0286453610810888,Low,0,4.083,12.32183484071376,14.204284811734068,Stable,0,1
Bosnia and Herzegovina,2026,23.774233197682072,Extra Trees,0.0280931214020734,Low,0,2.2,14.990241718736476,23.774233197682072,Stable,0,1
Namibia,2026,14.746737602524618,Extra Trees,0.027177800842218,Low,0,2.396,11.698712664933858,14.746737602524618,Stable,0,1
France,2026,8.79041941241222,Extra Trees,0.0270397342574201,Low,0,0.858,14.800625737082926,8.79041941241222,Stable,0,1
Vietnam,2026,20.61287842066747,Extra Trees,0.0258557468365753,Low,0,7.1,10.096963993201284,20.61287842066747,Stable,0,1
United Arab Emirates,2026,22.79305117678921,Extra Trees,0.0247133583423969,Low,0,3.143,17.026162151443945,22.79305117678921,Stable,0,1
Georgia,2026,25.52334961700704,Extra Trees,0.0240433029772242,Low,0,5.306,9.256170183074646,25.52334961700704,Stable,0,1
"Korea, Republic of",2026,14.75881375914606,Extra Trees,0.0232302110312262,Low,0,1.862,14.45717463068852,14.75881375914606,Stable,0,1
New Zealand,2026,18.034246167215287,Extra Trees,0.0231355868416621,Low,0,2.131,16.784982705831155,18.034246167215287,Stable,0,1
Canada,2026,16.552285212822657,Extra Trees,0.0229061496932911,Low,0,1.5,18.365409164217105,16.552285212822657,Moderate,0,1
Kenya,2026,11.531330738384932,Extra Trees,0.0212720541926437,Low,0,4.474,11.162265073062729,11.531330738384932,Stable,0,1
Denmark,2026,27.76347377842527,Extra Trees,0.0210147090631709,Low,0,2.0,17.219490610849263,27.76347377842527,Stable,0,1
Spain,2026,27.783221438213783,Extra Trees,0.0208730662026293,Low,0,2.09,19.178818150385275,27.783221438213783,Moderate,0,1
Albania,2026,24.446746890952763,Extra Trees,0.0208412418374521,Low,0,3.409,12.849372642899098,24.446746890952763,Stable,0,1
"Netherlands, The",2026,27.312914241076545,Extra Trees,0.0200489322590868,Low,0,1.233,12.540863697918244,27.312914241076545,Stable,0,1
"Uzbekistan, Republic of",2026,10.895327436918256,Extra Trees,0.0195840073575286,Low,0,6.474,8.449113583841843,10.895327436918256,Stable,0,1
Germany,2026,12.324242798130266,Extra Trees,0.0193331570015187,Low,0,0.791,8.723031627859953,12.324242798130266,Stable,0,1
"Madagascar, Republic of",2026,4.456775163879327,Extra Trees,0.0189853588330694,Low,0,3.636,6.324407007615931,4.456775163879327,Stable,0,1
Guatemala,2026,15.329017177104738,Extra Trees,0.0182016856890592,Low,0,3.94,14.873722213518972,15.329017177104738,Stable,0,1
Costa Rica,2026,24.42942325723488,Extra Trees,0.0180864977711172,Low,0,3.56,13.892216150298282,24.42942325723488,Stable,0,1
Philippines,2026,4.900439911460136,Extra Trees,0.0172207441597975,Low,0,4.066,10.629253326661953,4.900439911460136,Stable,0,1
Luxembourg,2026,18.68137051207454,Extra Trees,0.0165362086163466,Low,0,1.592,7.836977216954034,18.68137051207454,Stable,0,1
Bangladesh,2026,11.740284999347129,Extra Trees,0.0161147924544499,Low,0,4.693,11.273470963472148,11.740284999347129,Stable,0,1
Cameroon,2026,8.061034455730988,Extra Trees,0.0159170051724069,Low,0,3.344,9.156352745441463,8.061034455730988,Stable,0,1
Seychelles,2026,16.97786130644526,Extra Trees,0.0157817096653609,Low,0,1.521,11.818909281239948,16.97786130644526,Stable,0,1
United States,2026,22.300134537050663,Extra Trees,0.0156371959349286,Low,0,2.324,13.686426084762228,22.300134537050663,Stable,0,1
Sweden,2026,16.29121985102367,Extra Trees,0.0155653617042039,Low,0,1.963,3.9428699763378496,16.29121985102367,Stable,0,1
Thailand,2026,19.873300171243137,Extra Trees,0.0148583185046314,Low,0,1.5,8.215809214425265,19.873300171243137,Stable,0,1
Benin,2026,15.265822430143348,Extra Trees,0.0143228735001381,Low,0,6.972,13.984256809412887,15.265822430143348,Stable,0,1
India,2026,15.613843781966894,Extra Trees,0.0141773930544444,Low,0,6.478,11.814099090396148,15.613843781966894,Stable,0,1
Dominican Republic,2026,17.620876939803804,Extra Trees,0.0139995565754231,Low,0,3.72,8.668080188609125,17.620876939803804,Stable,0,1
"Kosovo, Republic of",2026,18.74640405323937,Extra Trees,0.0137530157480438,Low,0,3.3,11.293409316118703,18.74640405323937,Stable,0,1
Belgium,2026,18.42903830337953,Extra Trees,0.0137229815799421,Low,0,0.661,11.117977080423715,18.42903830337953,Stable,0,1
Switzerland,2026,2.206823747474339,Extra Trees,0.0132241791882401,Low,0,1.342,2.028194041159603,2.206823747474339,Stable,0,1
Uruguay,2026,15.219018727427851,Extra Trees,0.0131919391425598,Low,0,1.8,8.6945119734623,15.219018727427851,Stable,0,1
Malaysia,2026,11.785868424589086,Extra Trees,0.0130359010118761,Low,0,4.7,6.843213042381113,11.785868424589086,Stable,0,1
South Africa,2026,12.450592201723342,Extra Trees,0.0129254824991862,Low,0,1.049,11.25423837145213,12.450592201723342,Stable,0,1
Indonesia,2026,1.1319436950859003,Extra Trees,0.0125072325498004,Low,0,4.95,0.9869390442314064,1.1319436950859003,Stable,0,1
"Tanzania, United Republic of",2026,13.045699650178769,Extra Trees,0.0123649138888058,Low,0,5.94,10.921391007476052,13.045699650178769,Stable,0,1
Jordan,2026,5.35087812664641,Extra Trees,0.0116772162284141,Low,0,2.748,3.826651861056798,5.35087812664641,Stable,0,1
Australia,2026,16.06024431563508,Extra Trees,0.0113874315765598,Low,0,2.009,19.425494057245476,16.06024431563508,Moderate,0,1
